filename;title;artist;link
bg-medieval-1.mp3;Medieval: Battle;RandomMind;https://www.chosic.com/download-audio/28493/
bg-medieval-2.mp3;Tavern Brawl;Alexander Nakarada ft. Kevin MacLeod;https://www.chosic.com/download-audio/29627/
bg-medieval-3.mp3;Bustling Village;PeriTune;https://www.chosic.com/download-audio/57906/
bg-medieval-4.mp3;Ale And Anecdotes;Darren Curtis;https://www.chosic.com/download-audio/28515/
bg-medieval-5.mp3;Medieval: The Old Tower Inn;RandomMind;https://www.chosic.com/download-audio/28499/
bg-medieval-6.mp3;Battle Of The Creek;Alexander Nakarada;https://www.chosic.com/download-audio/29655/
